2 11 4 2 0 
3 11 4 2 0 
4 11 4 2 0 
5 11 4 2 0 
1 1 5 2 61 
2 1 5 2 70 
3 1 5 2 44 
4 1 5 2 45 
5 1 5 2 51 
1 2 5 2 34 
2 2 5 2 57 
3 2 5 2 55 
4 2 5 2 35 
5 2 5 2 28 
1 3 5 2 37 
2 3 5 2 58 
3 3 5 2 28 
4 3 5 2 49 
5 3 5 2 38 
1 4 5 2 255 
2 4 5 2 177 
3 4 5 2 141 
4 4 5 2 85 
5 4 5 2 104 
1 5 5 2 51 
2 5 5 2 67 
3 5 5 2 63 
4 5 5 2 43 
5 5 5 2 41 
1 6 5 2 70 
2 6 5 2 26 
3 6 5 2 57 
4 6 5 2 23 
5 6 5 2 44 
1 7 5 2 30 
2 7 5 2 39 
3 7 5 2 37 
4 7 5 2 51 
5 7 5 2 41 
1 8 5 2 114 
2 8 5 2 102 
3 8 5 2 104 
4 8 5 2 152 
5 8 5 2 86 
1 9 5 2 72 
2 9 5 2 54 
3 9 5 2 62 
4 9 5 2 54 
5 9 5 2 49 
1 10 5 2 44 
2 10 5 2 57 
3 10 5 2 41 
4 10 5 2 35 
5 10 5 2 52 
1 11 5 2 78 
2 11 5 2 27 
3 11 5 2 11 
4 11 5 2 35 
5 11 5 2 49 
1 1 1 3 146 
2 1 1 3 244 
3 1 1 3 233 
4 1 1 3 174 
5 1 1 3 294 
1 2 1 3 151 
2 2 1 3 181 
3 2 1 3 161 
4 2 1 3 183 
5 2 1 3 281 
1 3 1 3 156 
2 3 1 3 231 
3 3 1 3 194 
4 3 1 3 197 
5 3 1 3 305 
1 4 1 3 83 
2 4 1 3 205 
3 4 1 3 156 
4 4 1 3 181 
5 4 1 3 239 
1 5 1 3 325 
2 5 1 3 385 
3 5 1 3 339 
4 5 1 3 187 
5 5 1 3 278 
1 6 1 3 350 
2 6 1 3 283 
3 6 1 3 264 
4 6 1 3 198 
5 6 1 3 246 
1 7 1 3 386 
2 7 1 3 345 
3 7 1 3 279 
4 7 1 3 211 
5 7 1 3 245 
1 8 1 3 340 
2 8 1 3 192 
3 8 1 3 140 
4 8 1 3 86 
5 8 1 3 138 
1 9 1 3 352 
2 9 1 3 329 
3 9 1 3 237 
4 9 1 3 110 
5 9 1 3 246 
1 10 1 3 280 
2 10 1 3 351 
3 10 1 3 228 
4 10 1 3 122 
5 10 1 3 232 
1 11 1 3 278 
2 11 1 3 364 
3 11 1 3 203 
4 11 1 3 117 
5 11 1 3 233 
1 1 2 3 337 
2 1 2 3 173 
3 1 2 3 158 
4 1 2 3 196 
5 1 2 3 130 
1 2 2 3 293 
2 2 2 3 180 
3 2 2 3 126 
4 2 2 3 185 
5 2 2 3 144 
1 3 2 3 304 
2 3 2 3 184 
3 3 2 3 207 
4 3 2 3 195 
5 3 2 3 154 
1 4 2 3 233 
2 4 2 3 109 
3 4 2 3 59 
4 4 2 3 104 
5 4 2 3 81 
1 5 2 3 311 
2 5 2 3 218 
3 5 2 3 98 
4 5 2 3 106 
5 5 2 3 129 
1 6 2 3 251 
2 6 2 3 235 
3 6 2 3 103 
4 6 2 3 116 
5 6 2 3 153 
1 7 2 3 241 
2 7 2 3 256 
3 7 2 3 122 
4 7 2 3 116 
5 7 2 3 136 
1 8 2 3 164 
2 8 2 3 250 
3 8 2 3 86 
4 8 2 3 47 
5 8 2 3 126 
1 9 2 3 252 
2 9 2 3 274 
3 9 2 3 109 
4 9 2 3 102 
5 9 2 3 138 
1 10 2 3 265 
2 10 2 3 263 
3 10 2 3 105 
4 10 2 3 84 
5 10 2 3 136 
1 11 2 3 272 
2 11 2 3 261 
3 11 2 3 110 
4 11 2 3 84 
5 11 2 3 152 
1 1 3 3 263 
2 1 3 3 315 
3 1 3 3 134 
4 1 3 3 515 
5 1 3 3 195 
1 2 3 3 219 
2 2 3 3 254 
3 2 3 3 146 
4 2 3 3 463 
5 2 3 3 220 
1 3 3 3 236 
2 3 3 3 280 
3 3 3 3 166 
4 3 3 3 472 
5 3 3 3 248 
1 4 3 3 140 
2 4 3 3 241 
3 4 3 3 66 
4 4 3 3 477 
5 4 3 3 160 
1 5 3 3 226 
2 5 3 3 370 
3 5 3 3 194 
4 5 3 3 590 
5 5 3 3 172 
1 6 3 3 235 
2 6 3 3 214 
3 6 3 3 230 
4 6 3 3 473 
5 6 3 3 164 
1 7 3 3 239 
2 7 3 3 195 
3 7 3 3 264 
4 7 3 3 446 
5 7 3 3 169 
1 8 3 3 246 
2 8 3 3 111 
3 8 3 3 143 
4 8 3 3 349 
5 8 3 3 85 
1 9 3 3 279 
2 9 3 3 188 
3 9 3 3 274 
4 9 3 3 649 
5 9 3 3 183 
1 10 3 3 263 
2 10 3 3 190 
3 10 3 3 289 
4 10 3 3 705 
5 10 3 3 198 
1 11 3 3 283 
2 11 3 3 210 
3 11 3 3 306 
4 11 3 3 747 
5 11 3 3 204 
1 1 4 3 222 
2 1 4 3 130 
3 1 4 3 316 
4 1 4 3 146 
5 1 4 3 131 
1 2 4 3 233 
2 2 4 3 141 
3 2 4 3 327 
4 2 4 3 135 
5 2 4 3 132 
1 3 4 3 245 
2 3 4 3 165 
3 3 4 3 364 
4 3 4 3 146 
5 3 4 3 146 
1 4 4 3 179 
2 4 4 3 154 
3 4 4 3 178 
4 4 4 3 101 
5 4 4 3 126 
1 5 4 3 210 
2 5 4 3 145 
3 5 4 3 163 
4 5 4 3 135 
5 5 4 3 242 
1 6 4 3 229 
2 6 4 3 146 
3 6 4 3 165 
4 6 4 3 148 
5 6 4 3 269 
1 7 4 3 241 
2 7 4 3 158 
3 7 4 3 157 
4 7 4 3 160 
5 7 4 3 291 
1 8 4 3 0 
2 8 4 3 0 
3 8 4 3 0 
4 8 4 3 0 
5 8 4 3 0 
1 9 4 3 0 
2 9 4 3 0 
3 9 4 3 0 
4 9 4 3 0 
5 9 4 3 0 
1 10 4 3 0 
2 10 4 3 0 
3 10 4 3 0 
4 10 4 3 0 
5 10 4 3 0 
1 11 4 3 0 
2 11 4 3 0 
3 11 4 3 0 
4 11 4 3 0 
5 11 4 3 0 
1 1 5 3 766 
2 1 5 3 704 
3 1 5 3 738 
4 1 5 3 573 
5 1 5 3 549 
1 2 5 3 783 
2 2 5 3 744 
3 2 5 3 726 
4 2 5 3 581 
5 2 5 3 546 
1 3 5 3 901 
2 3 5 3 817 
3 3 5 3 797 
4 3 5 3 642 
5 3 5 3 587 
1 4 5 3 616 
2 4 5 3 632 
3 4 5 3 641 
4 4 5 3 580 
5 4 5 3 511 
1 5 5 3 662 
2 5 5 3 637 
3 5 5 3 756 
4 5 5 3 637 
5 5 5 3 592 
1 6 5 3 615 
2 6 5 3 645 
3 6 5 3 723 
4 6 5 3 634 
5 6 5 3 579 
1 7 5 3 636 
2 7 5 3 726 
3 7 5 3 737 
4 7 5 3 651 
5 7 5 3 574 
1 8 5 3 509 
2 8 5 3 609 
3 8 5 3 599 
4 8 5 3 443 
5 8 5 3 490 
1 9 5 3 636 
2 9 5 3 675 
3 9 5 3 743 
4 9 5 3 575 
5 9 5 3 674 
1 10 5 3 557 
2 10 5 3 587 
3 10 5 3 673 
4 10 5 3 541 
5 10 5 3 604 
1 11 5 3 510 
2 11 5 3 540 
3 11 5 3 642 
4 11 5 3 498 
5 11 5 3 591 
